Virus,Probe Set ID,weight
H1N1,207553_at,0.010119409330583059
H1N1,209544_at,0.010119409330583059
H1N1,204563_at,0.010119409330583059
H1N1,206026_s_at,0.010119409330583059
H1N1,205269_at,0.010119409330583059
H1N1,202627_s_at,0.010119409330583059
H1N1,202284_s_at,0.010119409330583059
H1N1,205992_s_at,0.010119409330583059
H1N1,202827_s_at,0.010119409330583059
H1N1,203821_at,0.010119409330583059
H1N1,209324_s_at,0.010119409330583059
H1N1,207861_at,0.010119409330583059
H1N1,206277_at,0.010119409330583059
H1N1,201502_s_at,0.010119409330583059
H1N1,216432_at,0.010119409330583059
H1N1,207433_at,0.010119409330583059
H1N1,205729_at,0.010119409330583059
H1N1,207194_s_at,0.010119409330583059
H1N1,207782_s_at,0.010119409330583059
H1N1,221091_at,0.02050120463635945
H1N1,219996_at,0.02050120463635945
H1N1,221448_s_at,0.02050120463635945
H1N1,220246_at,0.02050120463635945
H1N1,210391_at,0.02050120463635945
H1N1,205773_at,0.02050120463635945
H1N1,205723_at,0.02050120463635945
H1N1,205899_at,0.02050120463635945
H1N1,219855_at,0.02050120463635945
H1N1,215686_x_at,0.02050120463635945
H1N1,204380_s_at,0.02050120463635945
H1N1,211486_s_at,0.02050120463635945
H1N1,207381_at,0.02050120463635945
H1N1,221355_at,0.02050120463635945
H1N1,218033_s_at,0.02050120463635945
H1N1,201235_s_at,0.02050120463635945
H1N1,205742_at,0.02050120463635945
H1N1,210173_at,0.02050120463635945
H1N1,219735_s_at,0.02050120463635945
H1N1,206212_at,0.02050120463635945
H1N1,219965_s_at,0.02050120463635945
H1N1,219753_at,0.02050120463635945
H1N1,220153_at,0.02050120463635945
H1N1,219044_at,0.02050120463635945
H1N1,207044_at,0.02050120463635945
H1N1,210515_at,0.02050120463635945
H1N1,206793_at,0.02050120463635945
H1N1,204952_at,0.02050120463635945
H1N1,220332_at,0.02050120463635945
H1N1,208377_s_at,0.02050120463635945
H1N1,206612_at,0.02050120463635945
H1N1,220262_s_at,0.02050120463635945
H1N1,207058_s_at,0.02050120463635945
H1N1,209343_at,0.02050120463635945
H1N1,206836_at,0.02050120463635945
H1N1,207057_at,0.02050120463635945
H1N1,206880_at,0.02050120463635945
H1N1,204375_at,0.02050120463635945
H1N1,211123_at,0.02050120463635945
H1N1,205372_at,0.02050120463635945
H1N1,205500_at,0.02050120463635945
H1N1,206107_at,0.02050120463635945
H1N1,220570_at,0.013869478174880708
H1N1,203502_at,0.013869478174880708
H1N1,202901_x_at,0.013869478174880708
H1N1,211165_x_at,0.013869478174880708
H1N1,203780_at,0.013869478174880708
H1N1,205067_at,0.013869478174880708
H1N1,214971_s_at,0.013869478174880708
H1N1,202242_at,0.013869478174880708
H1N1,206584_at,0.013869478174880708
H1N1,214604_at,0.013869478174880708
H1N1,209717_at,0.013869478174880708
H1N1,206607_at,0.013869478174880708
H1N1,205746_s_at,0.013869478174880708
H1N1,204115_at,0.013869478174880708
H1N1,211453_s_at,0.013869478174880708
H1N1,219368_at,0.013869478174880708
H1N1,209437_s_at,0.013869478174880708
H1N1,214801_at,0.013869478174880708
H1N1,205479_s_at,0.013869478174880708
H1N1,218644_at,0.013869478174880708
H1N1,213338_at,0.013869478174880708
H1N1,208891_at,0.013869478174880708
H1N1,205508_at,0.013869478174880708
H1N1,210845_s_at,0.013869478174880708
H1N1,203414_at,0.013869478174880708
H1N1,210143_at,0.013869478174880708
H1N1,221942_s_at,0.013869478174880708
H1N1,214927_at,0.013869478174880708
H1N1,203305_at,0.013869478174880708
H1N1,202241_at,0.013869478174880708
H1N1,202508_s_at,0.013869478174880708
H1N1,203130_s_at,0.013869478174880708
H1N1,209114_at,0.013869478174880708
H1N1,205290_s_at,0.013869478174880708
H1N1,206177_s_at,0.013869478174880708
H1N1,218559_s_at,0.013869478174880708
H1N1,205137_x_at,0.013869478174880708
H1N1,215342_s_at,0.013869478174880708
H1N1,213524_s_at,0.013869478174880708
H1N1,205404_at,0.013869478174880708
H1N1,211919_s_at,0.013869478174880708
H1N1,217851_s_at,0.013869478174880708
H1N1,212474_at,0.013869478174880708
H1N1,203071_at,0.013869478174880708
H1N1,214786_at,0.013869478174880708
H1N1,209749_s_at,0.013869478174880708
H1N1,209906_at,0.013869478174880708
H1N1,204533_at,0.013869478174880708
H1N1,206340_at,0.013869478174880708
H1N1,203889_at,0.013869478174880708
H1N1,206710_s_at,0.013869478174880708
H1N1,204748_at,0.013869478174880708
H1N1,213327_s_at,0.013869478174880708
H1N1,204232_at,0.013869478174880708
H1N1,210316_at,0.013869478174880708
H1N1,216375_s_at,0.013869478174880708
H1N1,205266_at,0.013869478174880708
H1N1,214146_s_at,0.013869478174880708
H1N1,221841_s_at,0.013869478174880708
H1N1,218647_s_at,0.013869478174880708
H1N1,205991_s_at,0.013869478174880708
H1N1,218498_s_at,0.013869478174880708
H1N1,208038_at,0.013869478174880708
H1N1,222049_s_at,0.013869478174880708
H1N1,202946_s_at,0.013869478174880708
H1N1,202014_at,0.013869478174880708
H1N1,203397_s_at,0.013869478174880708
H1N1,210538_s_at,0.013869478174880708
H1N1,203021_at,0.013869478174880708
H1N1,201141_at,0.013869478174880708
H1N1,218345_at,0.013869478174880708
H1N1,203821_at,0.013869478174880708
H1N1,209324_s_at,0.013869478174880708
H1N1,202890_at,0.013869478174880708
H1N1,204592_at,-5.0044299976812715e-5
H1N1,202658_at,-5.0044299976812715e-5
H1N1,211298_s_at,-5.0044299976812715e-5
H1N1,221833_at,-5.0044299976812715e-5
H1N1,209993_at,-5.0044299976812715e-5
H1N1,210780_at,-5.0044299976812715e-5
H1N1,218025_s_at,-5.0044299976812715e-5
H1N1,202575_at,-5.0044299976812715e-5
H1N1,203231_s_at,-5.0044299976812715e-5
H1N1,201413_at,-5.0044299976812715e-5
H1N1,215481_s_at,-5.0044299976812715e-5
H1N1,205161_s_at,-5.0044299976812715e-5
H1N1,212983_at,-5.0044299976812715e-5
H1N1,201291_s_at,-5.0044299976812715e-5
H1N1,214821_at,-5.0044299976812715e-5
H1N1,208962_s_at,-5.0044299976812715e-5
H1N1,205769_at,-5.0044299976812715e-5
H1N1,201275_at,-5.0044299976812715e-5
H1N1,203503_s_at,-5.0044299976812715e-5
H1N1,203392_s_at,-5.0044299976812715e-5
H1N1,218322_s_at,-5.0044299976812715e-5
H1N1,205222_at,-5.0044299976812715e-5
H1N1,201072_s_at,-5.0044299976812715e-5
H1N1,209030_s_at,-5.0044299976812715e-5
H1N1,207982_at,0.00792771945692737
H1N1,204842_x_at,0.00792771945692737
H1N1,205020_s_at,0.00792771945692737
H1N1,205043_at,0.00792771945692737
H1N1,216255_s_at,0.00792771945692737
H1N1,213926_s_at,0.00792771945692737
H1N1,205408_at,0.00792771945692737
H1N1,205899_at,0.00792771945692737
H1N1,206044_s_at,0.00792771945692737
H1N1,200800_s_at,0.00792771945692737
H1N1,209642_at,0.00792771945692737
H1N1,208386_x_at,0.00792771945692737
H1N1,207664_at,0.00792771945692737
H1N1,221357_at,0.00792771945692737
H1N1,210527_x_at,0.00792771945692737
H1N1,217275_at,0.00792771945692737
H1N1,205742_at,0.00792771945692737
H1N1,207400_at,0.00792771945692737
H1N1,220627_at,0.00792771945692737
H1N1,212813_at,0.00792771945692737
H1N1,219394_at,0.00792771945692737
H1N1,211519_s_at,0.00792771945692737
H1N1,37433_at,0.00792771945692737
H1N1,209749_s_at,0.00792771945692737
H1N1,203889_at,0.00792771945692737
H1N1,214506_at,0.00792771945692737
H1N1,206647_at,0.00792771945692737
H1N1,201120_s_at,0.09777909889386749
H1N1,210367_s_at,0.09777909889386749
H1N1,208788_at,0.09777909889386749
H1N1,205749_at,0.09777909889386749
H1N1,205568_at,0.09777909889386749
H1N1,215726_s_at,0.09777909889386749
H1N1,203945_at,0.09777909889386749
H1N1,209555_s_at,0.09777909889386749
H1N1,201329_s_at,0.09777909889386749
H1N1,210519_s_at,0.09777909889386749
H1N1,202948_at,0.09777909889386749
H1N1,217388_s_at,0.09777909889386749
H1N1,207835_at,0.09777909889386749
H1N1,209711_at,0.09777909889386749
H1N1,202201_at,0.09777909889386749
H1N1,215573_at,0.09777909889386749
H1N1,221760_at,0.09777909889386749
H1N1,201629_s_at,0.09777909889386749
H1N1,210888_s_at,0.09777909889386749
H1N1,202929_s_at,0.09777909889386749
H1N1,205921_s_at,0.09777909889386749
H1N1,213684_s_at,0.09777909889386749
H1N1,205844_at,0.09777909889386749
H1N1,205623_at,0.09777909889386749
H1N1,203060_s_at,0.09777909889386749
H1N1,202862_at,0.09777909889386749
H1N1,206325_at,0.09777909889386749
H1N1,202922_at,0.09777909889386749
H1N1,206155_at,0.09777909889386749
H1N1,206177_s_at,0.09777909889386749
H1N1,205892_s_at,0.09777909889386749
H1N1,208126_s_at,0.09777909889386749
H1N1,203234_at,0.09777909889386749
H1N1,204818_at,0.09777909889386749
H1N1,205364_at,0.09777909889386749
H1N1,213981_at,0.09777909889386749
H1N1,210357_s_at,0.09777909889386749
H1N1,210715_s_at,0.09777909889386749
H1N1,205404_at,0.09777909889386749
H1N1,208916_at,0.09777909889386749
H1N1,210505_at,0.09777909889386749
H1N1,200627_at,0.09777909889386749
H1N1,217190_x_at,0.09777909889386749
H1N1,209213_at,0.09777909889386749
H1N1,215719_x_at,0.09777909889386749
H1N1,222049_s_at,0.09777909889386749
H1N1,213501_at,0.09777909889386749
H1N1,203381_s_at,0.09777909889386749
H1N1,209978_s_at,0.09777909889386749
H1N1,205620_at,0.09777909889386749
H1N1,203343_at,0.09777909889386749
H1N1,205770_at,0.09777909889386749
H1N1,214452_at,0.09777909889386749
H1N1,202627_s_at,0.09777909889386749
H1N1,207583_at,0.09777909889386749
H1N1,209696_at,0.09777909889386749
H1N1,220532_s_at,0.09777909889386749
H1N1,203911_at,0.09777909889386749
H1N1,210521_s_at,0.09777909889386749
H1N1,209401_s_at,0.09777909889386749
H1N1,208869_s_at,0.09777909889386749
H1N1,208848_at,0.09777909889386749
H1N1,211920_at,0.09777909889386749
H1N1,215432_at,0.09777909889386749
H1N1,204149_s_at,0.09777909889386749
H1N1,200903_s_at,0.09777909889386749
H1N1,206226_at,0.09777909889386749
H1N1,207643_s_at,0.09777909889386749
H1N1,207793_s_at,-0.02237357884609632
H1N1,209962_at,-0.02237357884609632
H1N1,209845_at,-0.02237357884609632
H1N1,221824_s_at,-0.02237357884609632
H1N1,202569_s_at,-0.02237357884609632
H1N1,202131_s_at,-0.02237357884609632
H1N1,203502_at,-0.02237357884609632
H1N1,208677_s_at,-0.02237357884609632
H1N1,208459_s_at,-0.02237357884609632
H1N1,204467_s_at,-0.02237357884609632
H1N1,211560_s_at,-0.02237357884609632
H1N1,202082_s_at,-0.02237357884609632
H1N1,215047_at,-0.02237357884609632
H1N1,210655_s_at,-0.02237357884609632
H1N1,221748_s_at,-0.02237357884609632
H1N1,206302_s_at,-0.02237357884609632
H1N1,215236_s_at,-0.02237357884609632
H1N1,214869_x_at,-0.02237357884609632
H1N1,202974_at,-0.02237357884609632
H1N1,205896_at,-0.02237357884609632
H1N1,203115_at,-0.02237357884609632
H1N1,215819_s_at,-0.02237357884609632
H1N1,215819_s_at,-0.02237357884609632
H1N1,208416_s_at,-0.02237357884609632
H1N1,207667_s_at,-0.02237357884609632
H1N1,205592_at,-0.02237357884609632
H1N1,209890_at,-0.02237357884609632
H1N1,202219_at,-0.02237357884609632
H1N1,218978_s_at,-0.02237357884609632
H1N1,221627_at,-0.02237357884609632
H1N1,202593_s_at,-0.02237357884609632
H1N1,219657_s_at,-0.02237357884609632
H1N1,200896_x_at,-0.02237357884609632
H1N1,205950_s_at,-0.02237357884609632
H1N1,221932_s_at,-0.02237357884609632
H1N1,213274_s_at,-0.02237357884609632
H1N1,200821_at,-0.02237357884609632
H1N1,205967_at,-0.02237357884609632
H1N1,212430_at,-0.02237357884609632
H1N1,214433_s_at,-0.02237357884609632
H1N1,206937_at,-0.02237357884609632
H1N1,216925_s_at,-0.02237357884609632
H1N1,211821_x_at,-0.02237357884609632
H1N1,221425_s_at,-0.02237357884609632
H1N1,212570_at,-0.02237357884609632
H1N1,206698_at,-0.02237357884609632
H1N1,202124_s_at,-0.02237357884609632
H1N1,221237_s_at,-0.02237357884609632
H1N1,214407_x_at,-0.02237357884609632
H1N1,205389_s_at,-0.02237357884609632
H1N1,203588_s_at,-0.02237357884609632
H1N1,221478_at,-0.02237357884609632
H1N1,213096_at,-0.02237357884609632
H1N1,201732_s_at,-0.02237357884609632
H1N1,221063_x_at,-0.02237357884609632
H1N1,59644_at,-0.02237357884609632
H1N1,212355_at,-0.02237357884609632
H1N1,209735_at,-0.02237357884609632
H1N1,635_s_at,-0.02237357884609632
H1N1,210746_s_at,-0.02237357884609632
H1N1,206834_at,-0.02237357884609632
H1N1,207854_at,-0.02237357884609632
H1N1,209475_at,-0.02237357884609632
H1N1,209930_s_at,-0.02237357884609632
H1N1,210395_x_at,-0.02237357884609632
H1N1,217748_at,-0.02237357884609632
H1N1,201178_at,-0.02237357884609632
H1N1,209116_x_at,-0.02237357884609632
H1N1,201039_s_at,-0.02237357884609632
H1N1,201333_s_at,-0.02237357884609632
H1N1,217735_s_at,-0.02237357884609632
H1N1,212580_at,-0.02237357884609632
H1N1,206077_at,-0.02237357884609632
H1N1,202074_s_at,-0.02237357884609632
H1N1,208900_s_at,-0.02237357884609632
H1N1,202364_at,-0.02237357884609632
H1N1,207042_at,-0.02237357884609632
H1N1,200958_s_at,-0.02237357884609632
H1N1,210357_s_at,-0.02237357884609632
H1N1,210446_at,-0.02237357884609632
H1N1,210075_at,-0.02237357884609632
H1N1,203040_s_at,-0.02237357884609632
H1N1,216063_at,-0.02237357884609632
H1N1,205927_s_at,-0.02237357884609632
H1N1,210504_at,-0.02237357884609632
H1N1,220306_at,-0.02237357884609632
H1N1,210638_s_at,-0.02237357884609632
H1N1,39729_at,-0.02237357884609632
H1N1,210818_s_at,-0.02237357884609632
H1N1,209448_at,-0.02237357884609632
H1N1,202459_s_at,-0.02237357884609632
H1N1,201249_at,-0.02237357884609632
H1N1,221809_at,-0.02237357884609632
H1N1,202201_at,-0.02237357884609632
H1N1,207594_s_at,-0.02237357884609632
H1N1,210774_s_at,-0.02237357884609632
H1N1,214446_at,-0.02237357884609632
H1N1,219630_at,-0.02237357884609632
H1N1,201235_s_at,-0.02237357884609632
H1N1,219672_at,-0.02237357884609632
H1N1,206647_at,-0.02237357884609632
H1N1,218450_at,-0.02237357884609632
H1N1,203845_at,-0.02237357884609632
H1N1,207043_s_at,-0.02237357884609632
H1N1,206146_s_at,-0.02237357884609632
H1N1,218489_s_at,-0.02237357884609632
H1N1,213288_at,-0.02237357884609632
H1N1,202421_at,-0.02237357884609632
H1N1,215573_at,-0.02237357884609632
H1N1,214726_x_at,-0.02237357884609632
H1N1,222074_at,-0.02237357884609632
H1N1,211207_s_at,-0.02237357884609632
H1N1,215449_at,-0.02237357884609632
H1N1,207194_s_at,-0.02237357884609632
H1N1,202947_s_at,-0.02237357884609632
H1N1,201412_at,-0.02237357884609632
H1N1,217878_s_at,-0.02237357884609632
H1N1,208691_at,-0.02237357884609632
H1N1,220435_at,-0.02237357884609632
H1N1,204158_s_at,0.019645373179970397
H1N1,200708_at,0.019645373179970397
H1N1,205355_at,0.019645373179970397
H1N1,205512_s_at,0.019645373179970397
