TEAM	TIME	CHALLENGE	GENESYMBOL	Pathway
Espoir	TIME0	SC2	RAP1GAP	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	RAP1GAP	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	GCLM	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	GCLM	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	FOXO3	HALLMARK_HEME_METABOLISM
SunilKumar	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	PPP2R5B	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ACP5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ACP5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ACP5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BTRC	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BTRC	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BTRC	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HAGH	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
ChristoferF	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CTSE	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
ChristoferF	TIME0	SC2	CA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KEL	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KEL	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KEL	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KEL	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KEL	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	XK	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	XK	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	XK	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	XK	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	XK	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	E2F2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	E2F2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	E2F2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	E2F2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ICAM4	HALLMARK_HEME_METABOLISM
Gustavssonlab	TIME0	SC2	ICAM4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ICAM4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ICAM4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ICAM4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GYPE	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
JayHawks	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ANK1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SPTB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BSG	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BSG	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BSG	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	BSG	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	H1F0	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	H1F0	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	H1F0	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TOP1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TOP1	HALLMARK_HEME_METABOLISM
Gustavssonlab	TIME0	SC2	UROD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	UROD	HALLMARK_HEME_METABOLISM
ChristoferF	TIME0	SC2	UROD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	UROD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ISCA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CA2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HTATIP2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HTATIP2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CIR1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CIR1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	CIR1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ABCG2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ABCG2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ABCG2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ABCG2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NFE2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NFE2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NFE2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NFE2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MARCH2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MARCH2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SMOX	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MYL4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MYL4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MYL4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MYL4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	MYL4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	RHD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	RHD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	RHD	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GATA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GATA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GATA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GATA1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	KLF1	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FBXO9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FBXO9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FBXO9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FBXO9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	FBXO9	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	EPB42	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	EPB42	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	EPB42	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	EPB42	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	EPB42	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NCOA4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NCOA4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NCOA4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	NCOA4	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	HBB	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GYPA	HALLMARK_HEME_METABOLISM
Espoir	TIME0	SC2	GYPA	HALLMARK_HEME_METABOLISM
