TEAM	TIME	CHALLENGE	GENESYMBOL	Pathway
Shosty	TIME24	SC2	RAD23A	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	RANBP10	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	RHD	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	RNF123	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SELENBP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SLC6A8	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SLC7A11	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SMOX	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SNCA	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	SPTB	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TAL1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TFDP2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TMCC2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TNS1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TOP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TRIM10	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TRIM58	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC2	XK	HALLMARK_HEME_METABOLISM
StanfordViralChallenge	TIME24	SC2	RHD	HALLMARK_HEME_METABOLISM
TXsolo	TIME24	SC2	MXI1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	MARK3	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	HMBS	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC2	LAMP2	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	FECH	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	BPGM	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	SNCA	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	SNCA	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	PPP2R5B	HALLMARK_HEME_METABOLISM
TXsolo	TIME24	SC2	ACP5	HALLMARK_HEME_METABOLISM
SSN_Dream_Team	TIME24	SC2	ACP5	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
ChristoferF	TIME24	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	SLC4A1	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	SLC22A4	HALLMARK_HEME_METABOLISM
TXsolo	TIME24	SC2	CTSE	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	CTSE	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	CA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC2	TYR	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	HBZ	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	HBD	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	ICAM4	HALLMARK_HEME_METABOLISM
SSN_Dream_Team	TIME24	SC2	GYPE	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	ANK1	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	SPTB	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC2	CA2	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	TSPAN5	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	NFE2	HALLMARK_HEME_METABOLISM
ChristoferF	TIME24	SC2	NFE2	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	ALAS2	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	HBB	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	GYPA	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	GYPB	HALLMARK_HEME_METABOLISM
TXsolo	TIME24	SC2	GYPB	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	TRIM58	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	TRIM58	HALLMARK_HEME_METABOLISM
Nautilus	TIME24	SC2	TAL1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	C3	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC2	C3	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC2	C3	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	BMP2K	HALLMARK_HEME_METABOLISM
ESSJ	TIME24	SC2	FAM46C	HALLMARK_HEME_METABOLISM
ViResPred	TIME24	SC2	FAM46C	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	HBQ1	HALLMARK_HEME_METABOLISM
TXsolo	TIME24	SC2	RNF123	HALLMARK_HEME_METABOLISM
SunilKumar	TIME24	SC2	TRIM10	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC2	TNS1	HALLMARK_HEME_METABOLISM
Espoir	TIME24	SC2	TNS1	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	HEBP1	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	FECH	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	TNS1	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	ACP5	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	CA2	HALLMARK_HEME_METABOLISM
Aganita	TIME24	SC3	ARHGEF12	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ABCB6	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ADIPOR1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ALAS2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ANK1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ARHGEF12	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	BNIP3L	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	BSG	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	C3	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	CLIC2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	CTSE	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	EIF2AK1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ENDOD1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	EPB42	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	FBXO9	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	FECH	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GATA1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GYPB	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GYPC	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HBB	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HBBP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HBQ1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HEBP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	KLF1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	KLF3	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	LPIN2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	LRP10	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MARK3	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MBOAT2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MKRN1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MXI1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MYL4	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	NFE2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	PPP2R5B	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RANBP10	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RAP1GAP	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RHAG	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RIOK3	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SELENBP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SLC22A4	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SLC7A11	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SMOX	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SPTB	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TAL1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TFDP2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TMCC2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TOP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TRIM58	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	XK	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	CA2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	OSBP2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SIDT2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TNS1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TSPAN5	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ABCG2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ACSL6	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	BMP2K	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	BTRC	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	CDC27	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	ELL2	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	FBXO7	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GLRX5	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	GYPA	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	H1F0	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	IGSF3	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	MPP1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	PQLC1	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RAD23A	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RHD	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	RNF123	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SLC25A37	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SLC6A8	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	SNCA	HALLMARK_HEME_METABOLISM
Shosty	TIME24	SC3	TRIM10	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HDGF	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	FBXO7	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	FBXO7	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	FBXO7	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MKRN1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LRP10	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LRP10	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LRP10	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LRP10	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MXI1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MXI1	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	MXI1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	IGSF3	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LPIN2	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LPIN2	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LPIN2	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MARK3	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPC	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPC	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPC	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPC	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MPP1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MPP1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MPP1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	MPP1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HMBS	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	LAMP2	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	FECH	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	FECH	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	FECH	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ABCB6	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ABCB6	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ABCB6	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	BPGM	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	TFDP2	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	TFDP2	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RAP1GAP	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RAP1GAP	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	RAP1GAP	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RAP1GAP	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	PIGQ	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	SNCA	HALLMARK_HEME_METABOLISM
SSN_Dream_Team	TIME24	SC3	ACP5	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ACP5	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ACP5	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ACP5	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	SLC4A1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC22A4	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	SLC22A4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SLC22A4	HALLMARK_HEME_METABOLISM
SSN_Dream_Team	TIME24	SC3	SLC22A4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CTSE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CTSE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CTSE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	CA1	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	KEL	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RHAG	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RHAG	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RHAG	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	RHAG	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	TYR	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBZ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBZ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBZ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBZ	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	HBZ	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	XK	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	XK	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	XK	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	HBD	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	SPTA1	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
jhou	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
Gustavssonlab	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
burkhajo	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	ICAM4	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
cwruPatho	TIME24	SC3	GYPE	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	ANK1	HALLMARK_HEME_METABOLISM
JayHawks	TIME24	SC3	ANK1	HALLMARK_HEME_METABOLISM
