NAME	RATIO	NOM_pval	ADJ_pval	NEG_LOG10_FDR	INTERSECT
HALLMARK_P53_PATHWAY	0.115	0.366590104861695	0.796935010568902	0.0985770935375409	GM2A,CDK5R1,LDHB,PRMT2,ABAT,AK1,APP,BAX,CASP1,DDIT4,FAS,HMOX1,MXD1,RALGDS,RB1,RXRA,SLC19A2,TGFA,TXNIP,ZBTB16,ZFP36L1,FGF13,HIST3H2A
HALLMARK_MYOGENESIS	0.12	0.284163747688465	0.676580351639202	0.169680618576676	CFD,GPX3,ABLIM1,AGL,AK1,APP,BAG1,CD36,CLU,COL6A2,CRAT,FKBP1B,IFRD1,MEF2C,MYL4,MYLK,MYOM2,NCAM1,PDLIM7,PRNP,RB1,SLC6A8,SPARC,SORBS3
HALLMARK_ANDROGEN_RESPONSE	0.128712871287129	0.267437784790155	0.668594461975388	0.174837225026565	MAK,NKX3-1,SRP19,ABHD2,AKAP12,DNAJB9,GNAI3,GUCY1A3,TPD52,B4GALT1,H1F0,CCND1,MAP7
HALLMARK_G2M_CHECKPOINT	0.125	0.212599032415831	0.559471137936397	0.252222312993133	ATRX,GSPT1,HIRA,NUMA1,SLC38A1,SNRPD1,SYNCRIP,TOP1,BUB1,CASP8AP2,CDC27,CUL5,DR1,ILF3,MAPK14,MARCKS,MTF2,RAD21,SLC7A5,SMARCC1,SMC4,SRSF10,SS18,TMPO,CCND1
HALLMARK_INFLAMMATORY_RESPONSE	0.125	0.212599032415831	0.559471137936397	0.252222312993133	ICAM4,IL18RAP,RTP4,TNFSF10,ABCA1,ADM,ATP2B1,ATP2C1,CD48,CD69,CLEC5A,FPR1,GNAI3,GPR183,ICAM1,IL15,IL1R1,ITGB3,MXD1,NAMPT,NLRP3,SRI,TNFAIP6,LCP2,TIMP1
HALLMARK_ANGIOGENESIS	0.166666666666667	0.174622757248242	0.513596344847771	0.289378075706517	SPP1,VCAN,APP,THBD,VEGFA,TIMP1
HALLMARK_HYPOXIA	0.13	0.153437339854179	0.479491687044309	0.319218917799011	ATP7A,CDKN1C,RORA,TGM2,WSB1,ADM,AKAP12,BNIP3L,CCNG2,DDIT4,DUSP1,ENO1,ETS1,GLRX,HMOX1,MXI1,SELENBP1,SIAH2,SLC2A3,SLC6A6,TPD52,VEGFA,ZNF292,LDHC,BGN,GRHPR
HALLMARK_ADIPOGENESIS	0.13	0.153437339854179	0.479491687044309	0.319218917799011	GPX3,ATP5O,BCL6,DNAJC15,RIOK3,ABCA1,ACADM,ACOX1,CAT,CCNG2,CD36,COX7B,CRAT,DNAJB9,MAP4K3,MGLL,MRPL15,MYLK,NDUFA5,NDUFB7,PPM1B,RETN,TANK,UQCR11,UQCRQ,APOE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.13	0.153437339854179	0.479491687044309	0.319218917799011	FBLN5,FN1,SPP1,ANPEP,SERPINE2,TGM2,VCAN,CALD1,CD59,COL6A2,FAS,GLIPR1,IL15,ITGB3,MYL9,MYLK,SLC6A8,SPARC,TGFBR3,THBS1,TPM1,TPM4,VEGFA,PRRX1,BGN,TIMP1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.163265306122449	0.140386604118329	0.479491687044309	0.319218917799011	GPX3,NDUFA6,TXN,CAT,GLRX,PRDX4,PRNP,MBP
HALLMARK_APOPTOSIS	0.142857142857143	0.0807039080402356	0.336266283500982	0.473316676020331	GPX3,TNFSF10,APP,BAX,BCL2L1,BNIP3L,CASP1,CASP4,CD69,CLU,FAS,HMOX1,IGF2R,MCL1,PMAIP1,TGFBR3,TXNIP,H1F0,GSTM1,BGN,CCND1,ERBB2,TIMP1
HALLMARK_UV_RESPONSE_DN	0.145833333333333	0.0777463682877788	0.336266283500982	0.473316676020331	FBLN5,SYNJ2,ATRX,PHF3,ATP2B1,ATP2C1,ATXN1,DUSP1,IGF1R,ITGB3,MAPK14,MGLL,MRPS31,NEK7,NR1D2,PIK3CD,RXRA,SRI,TGFBR3,ERBB2,SLC22A18
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.145	0.0463949308941306	0.231974654470653	0.634559463492072	OLFM1,AMFR,KAZN,TGM2,ABAT,ABHD2,ABLIM1,BAG1,BLVRB,CHPT1,CLIC3,ENDOD1,IGF1R,IL6ST,JAK2,MYOF,NRIP1,PMAIP1,SIAH2,SLC19A2,SLC7A5,TGIF2,UGCG,B4GALT1,DHRS2,RET,MICB,PLA2G16,CCND1
HALLMARK_XENOBIOTIC_METABOLISM	0.145	0.0463949308941306	0.231974654470653	0.634559463492072	GSTM4,ACOX1,ADH5,ARG1,BLVRB,CA2,CAT,CD36,CDA,FAS,HMOX1,IL1R1,JUP,MAN1A1,MARCH6,RAP1GAP,SAR1B,SLC6A6,SMOX,TMEM176B,VNN1,NPC1,TMEM97,CES1,APOE,CYP27A1,HNF4A,PGRMC1,TPST1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.155	0.0174446842543779	0.109029276589862	0.962456869452038	TUBB2A,BCL6,F2RL1,PTGS2,ABCA1,ATP2B1,B4GALT5,BCL2A1,BIRC2,CCL4,CD69,DDX58,DUSP1,GPR183,ICAM1,IFIH1,IL6ST,KDM6B,KLF9,MARCKS,MCL1,MXD1,NAMPT,NFAT5,PLEK,SLC2A3,TANK,TNFAIP6,VEGFA,B4GALT1,CCND1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.16	0.0101396513928991	0.0724260813778507	1.14010501172065	AUTS2,HLA-DQA1,NCOA3,BPGM,PSMA2,PTGS2,RTP4,TNFSF10,TRIM14,XAF1,CASP1,CASP4,CD69,CD86,DDX58,FAS,FGL2,FPR1,ICAM1,IFIH1,IFNAR2,IL15,JAK2,NAMPT,SRI,TNFAIP6,TXNIP,CFH,IRF5,IFI44L,LCP2,STAT1
HALLMARK_COMPLEMENT	0.16	0.0101396513928991	0.0724260813778507	1.14010501172065	CTSB,FN1,C1QA,CDK5R1,DOCK4,ERAP2,AKAP10,CA2,CASP1,CASP4,CD36,CD59,CDA,CLU,CR1,CTSS,F5,GMFB,GNAI3,GZMB,JAK2,PLA2G7,PLEK,S100A12,CFH,F7,GATA3,LAMP2,HNF4A,LCP2,PDP1,TIMP1
HALLMARK_MYC_TARGETS_V1	0.185	0.000399862328633445	0.00399862328633445	2.39808950918797	EPRS,GSPT1,NPM1,PSMA2,SNRPD1,SSB,SYNCRIP,ABCE1,CCT2,DEK,EIF1AX,EIF2S1,EIF4E,ERH,HNRNPC,HSPE1,IFRD1,NAP1L1,NME1,PRDX4,PSMA4,PSMC6,RPL22,RPL34,RPLP0,RPS10,SMARCC1,SNRPD2,SNRPG,SRSF3,SRSF7,UBE2E1,USP1,VBP1,YWHAE,MCM4,SRPK1
HALLMARK_KRAS_SIGNALING_UP	0.19	0.000189303358554703	0.00236629198193379	2.62593166785733	IKZF1,SPP1,BPGM,F2RL1,MMP9,PTGS2,RABGAP1L,ADAM8,AKAP12,ARG1,CA2,CLEC4A,CTSS,EPB41L3,ETS1,F13A1,GLRX,GNG11,GUCY1A3,HDAC9,JUP,LY96,MMD,PCSK1N,PLEK2,PPBP,PTBP2,RETN,SLPI,ST6GAL1,TMEM158,TMEM176A,TMEM176B,ZNF277,CFH,PRRX1,MAP4K1,MAP7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.205	1.65316628311618e-05	0.000275527713852697	3.55983471126606	SDHD,ATP1B1,ATP5E,ATP5L,ATP5O,ATP6V0E1,ATP6V1D,ISCA1,LDHB,NDUFA1,NDUFA6,ACADM,ATP5C1,ATP5F1,ATP5J,ATP6V1C1,ATP6V1E1,ATP6V1G1,BAX,COX11,COX6C,COX7A2,COX7B,COX7C,CYCS,HADHA,MDH1,MRPL15,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFB2,NDUFB7,NQO2,OPA1,SUCLA2,UQCR11,UQCRB,UQCRQ,PDP1
HALLMARK_ALLOGRAFT_REJECTION	0.21	6.88275303275486e-06	0.000172068825818872	3.76429780486824	EIF5A,HLA-DOB,HLA-DQA1,ELANE,IL18RAP,KRT1,MMP9,NPM1,PTPRC,ABCE1,CCL4,CCR1,CD28,CD3G,CD7,CD86,CTSS,ETS1,FAS,FYB,GZMB,HDAC9,ICAM1,IFNAR2,IGSF6,IL15,JAK2,KLRD1,NLRP3,NME1,RPL39,SOCS5,SPI1,TAP2,TPD52,UBE2N,CD8A,IL16,LCP2,MAP4K1,STAT1,TIMP1
HALLMARK_HEME_METABOLISM	0.38	4.78770746514716e-26	2.39385373257358e-24	23.6209023890494	ALAS2,CROCCP2,CTSB,ICAM4,ANK1,BPGM,CA1,FECH,GYPA,GYPB,HBD,ISCA1,RIOK3,SLC4A1,SNCA,TNS1,TOP1,TRIM58,TSPAN5,ADIPOR1,AHSP,ARHGEF12,BLVRB,BNIP3L,BSG,CA2,CAT,CDC27,ENDOD1,EPB41,EPB42,FAM46C,GATA1,GLRX5,HAGH,HBB,HBQ1,HBZ,KAT2B,KEL,KLF1,MARCH2,MARCH8,MKRN1,MOSPD1,MXI1,MYL4,NEK7,OSBP2,PDZK1IP1,PICALM,RAD23A,RAP1GAP,RBM38,RBM5,RNF123,SEC14L1,SELENBP1,SLC22A4,SLC25A37,SLC6A8,SMOX,SPTB,TAL1,TRAK2,XK,YPEL5,ERMAP,FBXO9,H1F0,LAMP2,ACP5,ASNS,EIF2AK1,GYPE,TRIM10
