NAME	RATIO	NOM_pval	ADJ_pval	NEG_LOG10_FDR	INTERSECT
HALLMARK_APOPTOSIS	0.0869565217391304	0.0590352399744773	0.245980166560322	0.609099908752948	CCND2,EMP1,GPX3,H1F0,BCL2L1,BGN,CCND1,CDC25B,CFLAR,EBP,ERBB2,FDXR,TIMP1,TOP2A
HALLMARK_ESTROGEN_RESPONSE_LATE	0.085	0.0479476000919176	0.235864785951928	0.62733689340152	CISH,DHRS2,GLA,OLFM1,PDLIM3,PLA2G16,RET,TFPI2,TPSAB1,AMFR,CACNA2D2,CCND1,CHPT1,DLG5,MICB,TOP2A,TPD52L1
HALLMARK_FATTY_ACID_METABOLISM	0.0886075949367089	0.0518902529094241	0.235864785951928	0.62733689340152	ACADL,ADH7,ALDH9A1,EHHADH,FABP1,MAOA,NSDHL,SDHD,ACAA2,ADIPOR2,CD36,CRAT,GRHPR,IDH3B
HALLMARK_UV_RESPONSE_UP	0.0886075949367089	0.0518902529094241	0.235864785951928	0.62733689340152	CCND3,CDKN1C,GPX3,IGFBP2,KCNH2,MAOA,OLFM1,PDLIM3,RET,ASNS,DGAT1,HLA-F,RRAD,TMBIM6
HALLMARK_UV_RESPONSE_DN	0.0972222222222222	0.0263903973430454	0.164939983394034	0.78267405349715	MAP2K5,SYNJ2,TFPI,ATRX,BMPR1A,ERBB2,IGF1R,ITGB3,LPAR1,NR3C1,PDLIM5,SDC2,SLC22A18,SMAD3
HALLMARK_KRAS_SIGNALING_UP	0.09	0.0260003872030024	0.164939983394034	0.78267405349715	CCND2,CFH,EMP1,GPNMB,MPZL2,PRRX1,SPP1,TFPI,ANO1,ADAM17,BPGM,F2RL1,JUP,MAP4K1,MAP7,SPON1,TMEM158,TMEM176B
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.095	0.0133289461420752	0.11107455118396	0.954385432925924	B4GALT1,CISH,DHRS2,GLA,HES1,OLFM1,PDLIM3,PEX11A,PLA2G16,RET,AMFR,CCND1,CHPT1,ENDOD1,IGF1R,INHBB,MICB,NAV2,TPD52L1
HALLMARK_ANGIOGENESIS	0.166666666666667	0.0127831932656721	0.11107455118396	0.954385432925924	CCND2,JAG1,KCNJ8,SPP1,THBD,TIMP1
HALLMARK_MYOGENESIS	0.1	0.00646825701539172	0.105296756368274	0.977585006906223	FST,GPX3,ITGB4,KCNH2,LPIN1,NCAM1,TPM2,CFD,BIN1,CD36,CRAT,DAPK2,IGF1,MYH11,MYOM2,NAV2,PPFIA4,PYGM,SMTN,TPD52L1
HALLMARK_COAGULATION	0.108695652173913	0.00842374050946188	0.105296756368274	0.977585006906223	C1R,CFH,CTSB,FN1,MMP1,TFPI2,THBD,CFD,HNF4A,HRG,ITGB3,LAMP2,LTA4H,PLEK,TIMP1
HALLMARK_XENOBIOTIC_METABOLISM	0.12	0.000212846732466883	0.00532116831167208	2.27399300386905	ADH7,ALDH9A1,CRP,CYP27A1,FABP1,GSTM4,MAOA,NPC1,TMEM97,APOE,CD36,CYFIP2,ESR1,HNF4A,HRG,IGF1,JUP,MARCH6,PDLIM5,PGRMC1,SLC6A6,TMBIM6,TMEM176B,TPST1
HALLMARK_HEME_METABOLISM	0.17	1.62760084345428e-09	8.1380042172714e-08	7.08948208942286	ALAS2,CCND3,CROCCP2,CTSB,ERMAP,FBXO9,H1F0,ICAM4,KHNYN,RCL1,SLC11A2,SNCA,ACP5,ASNS,BPGM,E2F2,EIF2AK1,ENDOD1,GDE1,GYPA,LAMP2,MARCH8,MARK3,MKRN1,MPP1,NFE2,NR3C1,RIOK3,SEC14L1,SLC22A4,SLC25A37,TRIM10,TRIM58,TSPAN5
