"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"SS & CW & AG",3,5,0.296617563727857,16.8567226335506,1.36377730930976e-05,"MARCH8, SLC22A4, TIMP1, TPM1, TRIM10"
"SS & TX",2,5,0.639930505284494,7.81334841628959,0.000417642063764302,"BEX3, CLEC10A, FHL2, NLRP2, SLC14A1"
"SS & TX & AG",3,2,0.00880170812248834,227.228621100262,3.71992151551241e-05,"NLRP2, SLC14A1"
"SS & TX & CW",3,0,0.0624458028900751,0,1,""
"SS & TX & CW & AG",4,0,0.000858889716889697,0,1,""
"AY",1,44,NA,NA,NA,"ADAMTS8, ADGRB3, AHSG, ANXA5, BCAP31, CAMK2A, CDADC1, CHST10, CYP2A6, EIF3F, FASLG, FBXL12, FERMT1, FHL2, HIST1H3C, HNRNPU, INSL6, ITPKC, L3MBTL1, LAMC1, LINC00963, LRRFIP2, MGEA5, MTMR4, PCDH9, PHB, PSMB2, RANBP3, ROCK2, RPL24, RPLP2, RPN1, RUFY3, SIRT5, SLC13A1, SLC28A1, SLC39A4, SSR1, SYNM, TCF20, TMX2, TSC22D2, UFD1, VPS13B"
"AY & AG",2,1,0.60518314753149,1.65239234449761,0.456834199047202,"PCDH9"
"AY & CW",2,3,4.29361517301289,0.698711896412193,0.816899022088336,"HNRNPU, PSMB2, SSR1"
"AY & CW & AG",3,0,0.0590550805612023,0,1,""
"AY & TX",2,1,0.127406978427682,7.84886363636364,0.119962788055488,"FHL2"
"AY & TX & AG",3,0,0.00175237627778048,0,1,""
"AY & TX & CW",3,0,0.0124326485392005,0,1,""
"AY & TX & CW & AG",4,0,0.000171000667616048,0,1,""
"AY & SS",2,1,0.703923555812943,1.42060880296174,0.508715000822553,"FHL2"
"AY & SS & AG",3,0,0.00968187893473717,0,1,""
"AY & SS & CW",3,0,0.0686903831790827,0,1,""
"AY & SS & CW & AG",4,0,0.000944778688578667,0,1,""
"AY & SS & TX",3,1,0.00203829030204993,490.607250102838,0.00203632082665617,"FHL2"
"AY & SS & TX & AG",4,0,2.80349759222156e-05,0,1,""
"AY & SS & TX & CW",4,0,0.000198900776542877,0,1,""
"AY & SS & TX & CW & AG",5,0,2.73571359078809e-06,0,1,""
"NA",1,67,NA,NA,NA,"ABCB4, ACADVL, ADM, ALPL, AQP1, ATP2A3, C1GALT1C1, CACNA2D2, CD79B, CLSTN1, CSF1, DSE, DUSP1, ECHDC3, EGLN1, EXT1, FCMR, FSCN1, FUT7, FXYD6, GEMIN8, GPSM2, GZMH, ID3, IL6R, KLHL24, KMO, LAMP2, LOC100127972, MACROD1, MARC1, MCL1, MYL6, NDUFA3, NFE2, NRBF2, OVGP1, PASK, PGK1, PIK3IP1, RALBP1, RBMX2, RGS9, RIPOR2, RP2, SERPINB8, SLC22A4, SMARCD1, SMIM14, SOX13, SPATA20, STRN3, TAL1, TCF7L2, TCL1A, TLR5, TNFRSF21, TNPO2, TPST1, TRA2A, TRMT11, VEGFA, VNN1, VPREB3, VSIG4, YIPF4, ZSWIM8"
"NA & AG",2,9,0.921528883741132,9.76637863315004,3.13344318643358e-07,"ALPL, CD79B, ECHDC3, FSCN1, MARC1, SLC22A4, SPATA20, STRN3, TNFRSF21"
"NA & CW",2,15,6.53800492254235,2.29427786881616,0.00169080455617119,"ACADVL, ADM, CACNA2D2, CSF1, DUSP1, FSCN1, LAMP2, MCL1, NFE2, SLC22A4, TAL1, TCF7L2, TNPO2, VEGFA, VNN1"
"NA & CW & AG",3,2,0.0899247817636489,22.2408101612817,0.00373901169894575,"FSCN1, SLC22A4"
"NA & TX",2,0,0.194006080787607,0,1,""
"NA & TX & AG",3,0,0.00266839115025664,0,1,""
"NA & TX & CW",3,0,0.0189315330028735,0,1,""
"NA & TX & CW & AG",4,0,0.000260387380233528,0,1,""
"NA & SS",2,13,1.07188359635153,12.1281826163301,3.74144543041143e-11,"ADM, ALPL, ATP2A3, CACNA2D2, CD79B, ECHDC3, GZMH, LAMP2, RGS9, SLC22A4, SPATA20, STRN3, ZSWIM8"
"NA & SS & AG",3,6,0.014742861105168,406.976634806439,9.68361175487763e-15,"ALPL, CD79B, ECHDC3, SLC22A4, SPATA20, STRN3"
"NA & SS & CW",3,4,0.104596719840876,38.2421170193983,4.08711147826504e-06,"ADM, CACNA2D2, LAMP2, SLC22A4"
"NA & SS & CW & AG",4,1,0.00143864027579024,695.100795402591,0.00143763182109147,"SLC22A4"
"NA & SS & TX",3,0,0.00310376023266694,0,1,""
"NA & SS & TX & AG",4,0,4.26896224270102e-05,0,1,""
"NA & SS & TX & CW",4,0,0.000302871637008472,0,1,""
"NA & SS & TX & CW & AG",5,0,4.16574569506368e-06,0,1,""
"NA & AY",2,0,0.213406688866367,0,1,""
"NA & AY & AG",3,0,0.00293523026528231,0,1,""
"NA & AY & CW",3,0,0.0208246863031608,0,1,""
"NA & AY & CW & AG",4,0,0.000286426118256881,0,1,""
"NA & AY & TX",3,0,0.000617943213743644,0,1,""
"NA & AY & TX & AG",4,0,8.49929134293415e-06,0,1,""
"NA & AY & TX & CW",4,0,6.03002354225012e-05,0,1,""
"NA & AY & TX & CW & AG",5,0,8.29379233406344e-07,0,1,""
