"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"SS & CW & AG",3,3,0.442448389112386,6.78045185342052,0.0102105823329176,"EIF2AK1, MICB, MMP9"
"SS & TX",2,0,0.360503836687419,0,1,""
"SS & TX & AG",3,0,0.00639376284844488,0,1,""
"SS & TX & CW",3,0,0.036118235845909,0,1,""
"SS & TX & CW & AG",4,0,0.000640579685988686,0,1,""
"AY",1,105,NA,NA,NA,"ACTR1B, ADGRF1, ADGRG6, AKAP9, ANGEL1, ANKRD26, ANXA10, API5, ASCL1, BATF3, BBS9, BIRC5, BLVRA, BRCA2, C1ORF123, CACTIN, CALR, CD58, CD59, CDH18, CENPI, CHMP1B, CREBZF, DAP, DCX, DKK3, DNAJB12, DNAL4, DPYSL2, DRD4, EIF3A, F9, FANCC, FUT9, GFER, GFRA1, GIT2, H2AFX, HIP1R, ICA1, IFFO1, ITGA1, ITPKA, KAT7, KCNS3, KIAA1456, KLF12, L3MBTL1, LARGE1, LINC01482, LOC100505534, LRRC1, MAP3K13, MLXIP, MMP16, MRPL39, MYH14, NEB, NOTCH2, OGFOD2, ORC5, PDE3A, PHF2, PHLPP1, PLA2G6, PLAGL2, PLCE1, PPP1R3A, PPP2R1B, PRLR, PRSS21, QKI, RABGAP1L, RAC1, RAPGEF5, RNH1, RPP25, RYR3, SBSPON, SCAMP1, SFN, SH2B3, SIK2, SLC16A4, SLC25A31, SPP1, SRD5A1, SRPX2, SSX1, SYN2, TAF5L, TBC1D30, TBCC, TMEM206, TMF1, TOP1, TRAF3IP1, TRPC4, TSC22D2, UGT2B15, UST, VIM, VPS41, ZBTB7A, ZNF609"
"AY & AG",2,3,1.86224120457507,1.61096209912536,0.285593374294649,"AKAP9, PRSS21, RABGAP1L"
"AY & CW",2,11,10.519762559722,1.04565097715387,0.48527826523419,"ANXA10, ASCL1, BIRC5, BRCA2, EIF3A, H2AFX, LARGE1, NOTCH2, PRLR, SFN, TOP1"
"AY & CW & AG",3,0,0.186574621914861,0,1,""
"AY & TX",2,0,0.152019690169393,0,1,""
"AY & TX & AG",3,0,0.00269616505657314,0,1,""
"AY & TX & CW",3,0,0.015230581380805,0,1,""
"AY & TX & CW & AG",4,0,0.000270123963971133,0,1,""
"AY & SS",2,3,1.89264514260895,1.58508318990247,0.293890091638159,"AKAP9, PRSS21, SPP1"
"AY & SS & AG",3,2,0.0335672549543356,59.5818753341842,0.000541767024357628,"AKAP9, PRSS21"
"AY & SS & CW",3,0,0.189620738191022,0,1,""
"AY & SS & CW & AG",4,0,0.0033630433514406,0,1,""
"AY & SS & TX",3,0,0.00274018407790495,0,1,""
"AY & SS & TX & AG",4,0,4.85988923618584e-05,0,1,""
"AY & SS & TX & CW",4,0,0.000274534151138008,0,1,""
"AY & SS & TX & CW & AG",5,0,4.86903626964037e-06,0,1,""
