"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"SS & CW & AG",3,8,0.23342658169095,34.2720179597701,1.27420207445652e-10,"ACP5, COX15, CTSB, GM2A, HLA-DOB, JUP, PLA2G16, SYNJ2"
"SS & TX",2,3,0.488634718401622,6.13955555555556,0.012431354383839,"ACP5, IL18RAP, MYOM2"
"SS & TX & AG",3,2,0.00452767076555723,441.728231481481,9.72879737735056e-06,"ACP5, MYOM2"
"SS & TX & CW",3,1,0.0492384195754349,20.3093439761601,0.0480937515358318,"ACP5"
"SS & TX & CW & AG",4,1,0.000456241328048043,2191.82248192715,0.000456142348737587,"ACP5"
"AY",1,96,NA,NA,NA,"ABCG5, ACTR1A, ADD3, ADRB1, AP3D1, ATP6V0C, BRD4, BTG2, CACNG4, CD99, CEP112, CLDN7, CNN3, COL5A1, COL6A3, DCAF8, DCLK1, DIRAS3, DKK3, DNALI1, DPY19L1P1, ECT2, EDA, EDDM3A, FMO3, FNTA, FOLR1, FXYD3, GABRB3, GCA, GDF10, GNA11, GNAS, GNL3L, GPRC5B, GSTCD, H2AFZ, HADH, HEXA, IL23A, ITGAM, JUN, KAT7, KBTBD4, KCNE5, KLHL26, MAGEB1, MAGEC1, MAPK9, MBP, MC2R, MCM3AP, MCM4, MEOX2, MINDY2, MPG, MSH6, NCOR1, NEU2, NLE1, NLRP2, PHLPP1, PLA2G15, PPFIBP1, PPP1R3A, PPP2R3A, PRDX2, PTH, PTK6, PYY, RGS1, RGS2, RHBDD3, RUBCNL, SEC23IP, SF3A1, SH3TC2, SLC4A7, SNX19, SRP72, SYNGR2, TANK, TRAK1, TSHR, TSTA3, TUBGCP3, UBA52, UBC, UBE2L3, WIPF2, XCL1, ZNF165, ZNF267, ZNF717, ZSCAN5A, ZYX"
"AY & AG",2,3,0.889532358476907,3.37255859375,0.0596703817004954,"GNA11, MBP, NLRP2"
"AY & CW",2,14,9.67366439843637,1.44722820881226,0.100509130000645,"ADD3, BTG2, CNN3, COL5A1, COL6A3, H2AFZ, HADH, IL23A, JUN, MCM4, PRDX2, TANK, TUBGCP3, UBE2L3"
"AY & CW & AG",3,0,0.089635807369325,0,1,""
"AY & TX",2,0,0.187635731866223,0,1,""
"AY & TX & AG",3,0,0.00173862557397398,0,1,""
"AY & TX & CW",3,0,0.018907553116967,0,1,""
"AY & TX & CW & AG",4,0,0.000175196669970448,0,1,""
"AY & SS",2,8,1.73736788765021,4.60466666666667,0.000345972119046594,"AP3D1, BRD4, DPY19L1P1, GNL3L, MBP, MCM4, RUBCNL, UBE2L3"
"AY & SS & AG",3,1,0.0160983849442035,62.1180325520833,0.0159722960943446,"MBP"
"AY & SS & CW",3,2,0.175069936268213,11.42400598659,0.0134890485570003,"MCM4, UBE2L3"
"AY & SS & CW & AG",4,0,0.00162219138861526,0,1,""
"AY & SS & TX",3,0,0.00339575307416792,0,1,""
"AY & SS & TX & AG",4,0,3.14649191757271e-05,0,1,""
"AY & SS & TX & CW",4,0,0.000342180996036032,0,1,""
"AY & SS & TX & CW & AG",5,0,3.17063612947822e-06,0,1,""
"NA",1,64,NA,NA,NA,"ACTB, ARHGEF12, BUB3, CASP1, CCNI, CD36, CD58, CD74, CDH15, CELF2, CFL1, CHEK2, CTSZ, CXORF21, DCAF8, DDX3X, DEGS1, DMWD, ELN, GCGR, GNB1, GPER1, GSAP, HHEX, HIPK3, HLA-B, HMGCS2, HS2ST1, IL18R1, ITM2B, KIF5C, KMO, LAMP5, LTA4H, MBNL1, MBP, MYD88, NAIP, NCOA2, NFYA, NUDT6, OR7A5, PCLO, PDX1, PIK3CA, PIK3R1, PILRA, PLSCR1, PSAP, PTBP3, RAB32, RUBCNL, SLA, SLC7A5, SPTB, SRGN, SULT1A1, TACC1, TGM2, TPPP3, TRIM58, TRMT12, UBE2D1, YBX3"
"NA & AG",2,2,0.593021572317938,3.37255859375,0.118664566262889,"MBP, TPPP3"
"NA & CW",2,14,6.44910959895758,2.17084231321839,0.00401164376948941,"ARHGEF12, BUB3, CASP1, CD36, CD74, CELF2, ELN, HS2ST1, PCLO, SLC7A5, SPTB, TGM2, TRIM58, UBE2D1"
"NA & CW & AG",3,0,0.0597572049128833,0,1,""
"NA & TX",2,1,0.125090487910815,7.99421296296296,0.11794386171906,"SLC7A5"
"NA & TX & AG",3,0,0.00115908371598265,0,1,""
"NA & TX & CW",3,1,0.0126050354113113,79.3333749068753,0.0125300554108991,"SLC7A5"
"NA & TX & CW & AG",4,0,0.000116797779980299,0,1,""
"NA & SS",2,5,1.15824525843347,4.316875,0.00596874731579803,"LTA4H, MBP, NFYA, RUBCNL, TPPP3"
"NA & SS & AG",3,2,0.010732256629469,186.35409765625,5.56526233896318e-05,"MBP, TPPP3"
"NA & SS & CW",3,0,0.116713290845475,0,1,""
"NA & SS & CW & AG",4,0,0.00108146092574351,0,1,""
"NA & SS & TX",3,0,0.00226383538277861,0,1,""
"NA & SS & TX & AG",4,0,2.09766127838181e-05,0,1,""
"NA & SS & TX & CW",4,0,0.000228120664024021,0,1,""
"NA & SS & TX & CW & AG",5,0,2.11375741965214e-06,0,1,""
"NA & AY",2,3,0.444766179238454,6.7451171875,0.00997831448161781,"DCAF8, MBP, RUBCNL"
"NA & AY & AG",3,1,0.00412118654571609,242.648564656576,0.00411298818437444,"MBP"
"NA & AY & CW",3,0,0.0448179036846625,0,1,""
